category,vue_path,vue_normalized,vue_name,vue_component,vue_source,vue_project,vue_type,match_type,next_path,next_normalized,next_file,analysis
Next.js独有,,,,,,,,,/admin/demand-audit,/demand-audit,g:\IHUI-AI\apps\web\app\(main)\admin\demand-audit\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/demand-audit/[id],/demand-audit/:id,g:\IHUI-AI\apps\web\app\(main)\admin\demand-audit\[id]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/demand-square,/demand-square,g:\IHUI-AI\apps\web\app\(main)\admin\demand-square\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/demand-square/[id],/demand-square/:id,g:\IHUI-AI\apps\web\app\(main)\admin\demand-square\[id]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/developer,/developer,g:\IHUI-AI\apps\web\app\(main)\admin\developer\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/developer-link,/developer-link,g:\IHUI-AI\apps\web\app\(main)\admin\developer-link\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/dict,/dict,g:\IHUI-AI\apps\web\app\(main)\admin\dict\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/distribution/orders,/distribution/orders,g:\IHUI-AI\apps\web\app\(main)\admin\distribution\orders\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/distribution,/distribution,g:\IHUI-AI\apps\web\app\(main)\admin\distribution\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/distribution/rules,/distribution/rules,g:\IHUI-AI\apps\web\app\(main)\admin\distribution\rules\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/distribution/settlements,/distribution/settlements,g:\IHUI-AI\apps\web\app\(main)\admin\distribution\settlements\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/distribution/withdrawals,/distribution/withdrawals,g:\IHUI-AI\apps\web\app\(main)\admin\distribution\withdrawals\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/docs,/docs,g:\IHUI-AI\apps\web\app\(main)\admin\docs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/answer/card,/edu/answer/card,g:\IHUI-AI\apps\web\app\(main)\admin\edu\answer\card\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/answer/online,/edu/answer/online,g:\IHUI-AI\apps\web\app\(main)\admin\edu\answer\online\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/answer/programming,/edu/answer/programming,g:\IHUI-AI\apps\web\app\(main)\admin\edu\answer\programming\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/certificate/issued,/edu/certificate/issued,g:\IHUI-AI\apps\web\app\(main)\admin\edu\certificate\issued\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/certificate,/edu/certificate,g:\IHUI-AI\apps\web\app\(main)\admin\edu\certificate\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/certificate/templates,/edu/certificate/templates,g:\IHUI-AI\apps\web\app\(main)\admin\edu\certificate\templates\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/class/members,/edu/class/members,g:\IHUI-AI\apps\web\app\(main)\admin\edu\class\members\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/class,/edu/class,g:\IHUI-AI\apps\web\app\(main)\admin\edu\class\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/class/schedule,/edu/class/schedule,g:\IHUI-AI\apps\web\app\(main)\admin\edu\class\schedule\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/audit,/edu/course/audit,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\audit\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/categories,/edu/course/categories,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\categories\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/chapters,/edu/course/chapters,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\chapters\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course,/edu/course,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/pay,/edu/course/pay,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\pay\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/platform-log,/edu/course/platform-log,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\platform-log\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/course/trash,/edu/course/trash,g:\IHUI-AI\apps\web\app\(main)\admin\edu\course\trash\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/arrangements,/edu/exam/arrangements,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\arrangements\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/categories,/edu/exam/categories,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\categories\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/grades,/edu/exam/grades,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\grades\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam,/edu/exam,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/papers-manual,/edu/exam/papers-manual,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\papers-manual\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/papers-random,/edu/exam/papers-random,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\papers-random\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/papers-template,/edu/exam/papers-template,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\papers-template\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/questions,/edu/exam/questions,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\questions\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/questions/[type],/edu/exam/questions/:type,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\questions\[type]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/ranking,/edu/exam/ranking,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\ranking\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/exam/records,/edu/exam/records,g:\IHUI-AI\apps\web\app\(main)\admin\edu\exam\records\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/finance/invoices,/edu/finance/invoices,g:\IHUI-AI\apps\web\app\(main)\admin\edu\finance\invoices\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/finance,/edu/finance,g:\IHUI-AI\apps\web\app\(main)\admin\edu\finance\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/finance/statistics,/edu/finance/statistics,g:\IHUI-AI\apps\web\app\(main)\admin\edu\finance\statistics\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/community,/edu/learn/community,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\community\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/homework,/edu/learn/homework,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\homework\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/live,/edu/learn/live,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\live\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/maps,/edu/learn/maps,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\maps\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/materials,/edu/learn/materials,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\materials\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn,/edu/learn,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/plan,/edu/learn/plan,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\plan\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/progress,/edu/learn/progress,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\progress\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/ranking,/edu/learn/ranking,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\ranking\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/recorded,/edu/learn/recorded,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\recorded\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/records,/edu/learn/records,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\records\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/remind,/edu/learn/remind,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\remind\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/signup-batch,/edu/learn/signup-batch,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\signup-batch\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/learn/signup-batchlesson,/edu/learn/signup-batchlesson,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\signup-batchlesson\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/edu/learn/topics,/edu/learn/topics,g:\IHUI-AI\apps\web\app\(main)\admin\edu\learn\topics\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/edu/organization,/edu/organization,g:\IHUI-AI\apps\web\app\(main)\admin\edu\organization\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu,/edu,g:\IHUI-AI\apps\web\app\(main)\admin\edu\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/platform,/edu/platform,g:\IHUI-AI\apps\web\app\(main)\admin\edu\platform\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/reports/companystudy,/edu/reports/companystudy,g:\IHUI-AI\apps\web\app\(main)\admin\edu\reports\companystudy\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/reports/lessonstudy,/edu/reports/lessonstudy,g:\IHUI-AI\apps\web\app\(main)\admin\edu\reports\lessonstudy\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/edu/reports/memberstudy,/edu/reports/memberstudy,g:\IHUI-AI\apps\web\app\(main)\admin\edu\reports\memberstudy\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/reports/signup,/edu/reports/signup,g:\IHUI-AI\apps\web\app\(main)\admin\edu\reports\signup\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/student/detail,/edu/student/detail,g:\IHUI-AI\apps\web\app\(main)\admin\edu\student\detail\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/student/levels,/edu/student/levels,g:\IHUI-AI\apps\web\app\(main)\admin\edu\student\levels\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/student,/edu/student,g:\IHUI-AI\apps\web\app\(main)\admin\edu\student\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/teacher/detail,/edu/teacher/detail,g:\IHUI-AI\apps\web\app\(main)\admin\edu\teacher\detail\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/teacher,/edu/teacher,g:\IHUI-AI\apps\web\app\(main)\admin\edu\teacher\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/teacher/review,/edu/teacher/review,g:\IHUI-AI\apps\web\app\(main)\admin\edu\teacher\review\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/user-platform,/edu/user-platform,g:\IHUI-AI\apps\web\app\(main)\admin\edu\user-platform\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu/zhs-identity,/edu/zhs-identity,g:\IHUI-AI\apps\web\app\(main)\admin\edu\zhs-identity\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/edu-settings,/edu-settings,g:\IHUI-AI\apps\web\app\(main)\admin\edu-settings\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/error-dashboard,/error-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\error-dashboard\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/event-bus-monitor,/event-bus-monitor,g:\IHUI-AI\apps\web\app\(main)\admin\event-bus-monitor\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/events,/events,g:\IHUI-AI\apps\web\app\(main)\admin\events\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exam-answer,/exam-answer,g:\IHUI-AI\apps\web\app\(main)\admin\exam-answer\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exam-category,/exam-category,g:\IHUI-AI\apps\web\app\(main)\admin\exam-category\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exam-marking,/exam-marking,g:\IHUI-AI\apps\web\app\(main)\admin\exam-marking\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exam-paper,/exam-paper,g:\IHUI-AI\apps\web\app\(main)\admin\exam-paper\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exam-question,/exam-question,g:\IHUI-AI\apps\web\app\(main)\admin\exam-question\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/exchange-rates,/exchange-rates,g:\IHUI-AI\apps\web\app\(main)\admin\exchange-rates\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/feedback-msg,/feedback-msg,g:\IHUI-AI\apps\web\app\(main)\admin\feedback-msg\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/feedbacks,/feedbacks,g:\IHUI-AI\apps\web\app\(main)\admin\feedbacks\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/gen,/gen,g:\IHUI-AI\apps\web\app\(main)\admin\gen\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/gray-release,/gray-release,g:\IHUI-AI\apps\web\app\(main)\admin\gray-release\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/i18n-dashboard/compare,/i18n-dashboard/compare,g:\IHUI-AI\apps\web\app\(main)\admin\i18n-dashboard\compare\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/i18n-dashboard/missing,/i18n-dashboard/missing,g:\IHUI-AI\apps\web\app\(main)\admin\i18n-dashboard\missing\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/i18n-dashboard,/i18n-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\i18n-dashboard\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/identity-proportion,/identity-proportion,g:\IHUI-AI\apps\web\app\(main)\admin\identity-proportion\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/integrations,/integrations,g:\IHUI-AI\apps\web\app\(main)\admin\integrations\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/invitation,/invitation,g:\IHUI-AI\apps\web\app\(main)\admin\invitation\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/invoices/applications,/invoices/applications,g:\IHUI-AI\apps\web\app\(main)\admin\invoices\applications\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/invoices/titles,/invoices/titles,g:\IHUI-AI\apps\web\app\(main)\admin\invoices\titles\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/job,/job,g:\IHUI-AI\apps\web\app\(main)\admin\job\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/knowledge-rag,/knowledge-rag,g:\IHUI-AI\apps\web\app\(main)\admin\knowledge-rag\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/learn-map,/learn-map,g:\IHUI-AI\apps\web\app\(main)\admin\learn-map\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/lecturer,/lecturer,g:\IHUI-AI\apps\web\app\(main)\admin\lecturer\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/live-channel,/live-channel,g:\IHUI-AI\apps\web\app\(main)\admin\live-channel\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/live-record,/live-record,g:\IHUI-AI\apps\web\app\(main)\admin\live-record\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/llm-config,/llm-config,g:\IHUI-AI\apps\web\app\(main)\admin\llm-config\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/login-logs,/login-logs,g:\IHUI-AI\apps\web\app\(main)\admin\login-logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/logininfor,/logininfor,g:\IHUI-AI\apps\web\app\(main)\admin\logininfor\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/logs,/logs,g:\IHUI-AI\apps\web\app\(main)\admin\logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/member-groups,/member-groups,g:\IHUI-AI\apps\web\app\(main)\admin\member-groups\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/members/levels,/members/levels,g:\IHUI-AI\apps\web\app\(main)\admin\members\levels\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/members,/members,g:\IHUI-AI\apps\web\app\(main)\admin\members\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/menu,/menu,g:\IHUI-AI\apps\web\app\(main)\admin\menu\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/message-overview,/message-overview,g:\IHUI-AI\apps\web\app\(main)\admin\message-overview\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/message-templates,/message-templates,g:\IHUI-AI\apps\web\app\(main)\admin\message-templates\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/mobile-adapter,/mobile-adapter,g:\IHUI-AI\apps\web\app\(main)\admin\mobile-adapter\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/monitor/dashboard,/monitor/dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\monitor\dashboard\page.tsx,Next.js 新增(同模块下的新页面)
Next.js独有,,,,,,,,,/admin/monitor/funnel,/monitor/funnel,g:\IHUI-AI\apps\web\app\(main)\admin\monitor\funnel\page.tsx,Next.js 新增(同模块下的新页面)
Next.js独有,,,,,,,,,/admin/monitoring-dashboard,/monitoring-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\monitoring-dashboard\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/notice,/notice,g:\IHUI-AI\apps\web\app\(main)\admin\notice\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/notification-channels,/notification-channels,g:\IHUI-AI\apps\web\app\(main)\admin\notification-channels\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/notification-dispatch,/notification-dispatch,g:\IHUI-AI\apps\web\app\(main)\admin\notification-dispatch\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/notification-logs,/notification-logs,g:\IHUI-AI\apps\web\app\(main)\admin\notification-logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/notification-preferences,/notification-preferences,g:\IHUI-AI\apps\web\app\(main)\admin\notification-preferences\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oauth/apps,/oauth/apps,g:\IHUI-AI\apps\web\app\(main)\admin\oauth\apps\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oauth/audit,/oauth/audit,g:\IHUI-AI\apps\web\app\(main)\admin\oauth\audit\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oauth/tokens,/oauth/tokens,g:\IHUI-AI\apps\web\app\(main)\admin\oauth\tokens\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oauth-apps,/oauth-apps,g:\IHUI-AI\apps\web\app\(main)\admin\oauth-apps\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oauth-audit-dashboard,/oauth-audit-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\oauth-audit-dashboard\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/online,/online,g:\IHUI-AI\apps\web\app\(main)\admin\online\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/online-users,/online-users,g:\IHUI-AI\apps\web\app\(main)\admin\online-users\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/operlog,/operlog,g:\IHUI-AI\apps\web\app\(main)\admin\operlog\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/orders,/orders,g:\IHUI-AI\apps\web\app\(main)\admin\orders\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oss/files,/oss/files,g:\IHUI-AI\apps\web\app\(main)\admin\oss\files\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/oss,/oss,g:\IHUI-AI\apps\web\app\(main)\admin\oss\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/performance-dashboard,/performance-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\performance-dashboard\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/permissions,/permissions,g:\IHUI-AI\apps\web\app\(main)\admin\permissions\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/post,/post,g:\IHUI-AI\apps\web\app\(main)\admin\post\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/private-letters,/private-letters,g:\IHUI-AI\apps\web\app\(main)\admin\private-letters\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/product-identity,/product-identity,g:\IHUI-AI\apps\web\app\(main)\admin\product-identity\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/projects,/projects,g:\IHUI-AI\apps\web\app\(main)\admin\projects\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/question-category,/question-category,g:\IHUI-AI\apps\web\app\(main)\admin\question-category\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/realname-audit,/realname-audit,g:\IHUI-AI\apps\web\app\(main)\admin\realname-audit\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/recommendation-config,/recommendation-config,g:\IHUI-AI\apps\web\app\(main)\admin\recommendation-config\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/refund,/refund,g:\IHUI-AI\apps\web\app\(main)\admin\refund\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/refund/[id],/refund/:id,g:\IHUI-AI\apps\web\app\(main)\admin\refund\[id]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/resources/categories,/resources/categories,g:\IHUI-AI\apps\web\app\(main)\admin\resources\categories\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/resources,/resources,g:\IHUI-AI\apps\web\app\(main)\admin\resources\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/resources/products,/resources/products,g:\IHUI-AI\apps\web\app\(main)\admin\resources\products\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/resources/tags,/resources/tags,g:\IHUI-AI\apps\web\app\(main)\admin\resources\tags\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/revenue-stat,/revenue-stat,g:\IHUI-AI\apps\web\app\(main)\admin\revenue-stat\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/roles/auth-user,/roles/auth-user,g:\IHUI-AI\apps\web\app\(main)\admin\roles\auth-user\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/roles,/roles,g:\IHUI-AI\apps\web\app\(main)\admin\roles\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/roles/select-user,/roles/select-user,g:\IHUI-AI\apps\web\app\(main)\admin\roles\select-user\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/schedule/logs,/schedule/logs,g:\IHUI-AI\apps\web\app\(main)\admin\schedule\logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/schedule,/schedule,g:\IHUI-AI\apps\web\app\(main)\admin\schedule\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/search-hot-words,/search-hot-words,g:\IHUI-AI\apps\web\app\(main)\admin\search-hot-words\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/sensitive-word,/sensitive-word,g:\IHUI-AI\apps\web\app\(main)\admin\sensitive-word\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/sensitive-words,/sensitive-words,g:\IHUI-AI\apps\web\app\(main)\admin\sensitive-words\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/shop/funds,/shop/funds,g:\IHUI-AI\apps\web\app\(main)\admin\shop\funds\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/shop/payments,/shop/payments,g:\IHUI-AI\apps\web\app\(main)\admin\shop\payments\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/shop/products,/shop/products,g:\IHUI-AI\apps\web\app\(main)\admin\shop\products\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/shop/withdrawals,/shop/withdrawals,g:\IHUI-AI\apps\web\app\(main)\admin\shop\withdrawals\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/signin-rule,/signin-rule,g:\IHUI-AI\apps\web\app\(main)\admin\signin-rule\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/sms,/sms,g:\IHUI-AI\apps\web\app\(main)\admin\sms\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/statistics,/statistics,g:\IHUI-AI\apps\web\app\(main)\admin\statistics\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/system/tasks/log,/system/tasks/log,g:\IHUI-AI\apps\web\app\(main)\admin\system\tasks\log\page.tsx,Next.js 新增(同模块下的新页面)
Next.js独有,,,,,,,,,/admin/system/tasks,/system/tasks,g:\IHUI-AI\apps\web\app\(main)\admin\system\tasks\page.tsx,Next.js 新增(同模块下的新页面)
Next.js独有,,,,,,,,,/admin/tags,/tags,g:\IHUI-AI\apps\web\app\(main)\admin\tags\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/task-developer,/task-developer,g:\IHUI-AI\apps\web\app\(main)\admin\task-developer\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/theme/assets,/theme/assets,g:\IHUI-AI\apps\web\app\(main)\admin\theme\assets\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/theme/colors,/theme/colors,g:\IHUI-AI\apps\web\app\(main)\admin\theme\colors\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/theme/create,/theme/create,g:\IHUI-AI\apps\web\app\(main)\admin\theme\create\page.tsx,Next.js 新增页面
